MålepunktsID;Fra_dato;Til_dato;Mængde;Måleenhed;Kvalitet;Type
	571313161100187650;01-01-2023 00:00:00;01-01-2023 01:00:00;0,11;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 01:00:00;01-01-2023 02:00:00;0,1;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 02:00:00;01-01-2023 03:00:00;0,1;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 03:00:00;01-01-2023 04:00:00;0,27;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 04:00:00;01-01-2023 05:00:00;0,21;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 05:00:00;01-01-2023 06:00:00;0,17;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 06:00:00;01-01-2023 07:00:00;0,27;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 07:00:00;01-01-2023 08:00:00;0,17;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 08:00:00;01-01-2023 09:00:00;0,1;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 09:00:00;01-01-2023 10:00:00;0,22;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 10:00:00;01-01-2023 11:00:00;0,11;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 11:00:00;01-01-2023 12:00:00;0,21;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 12:00:00;01-01-2023 13:00:00;0,28;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 13:00:00;01-01-2023 14:00:00;0,14;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 14:00:00;01-01-2023 15:00:00;0,05;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 15:00:00;01-01-2023 16:00:00;0,09;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 16:00:00;01-01-2023 17:00:00;0,25;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 17:00:00;01-01-2023 18:00:00;0,24;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 18:00:00;01-01-2023 19:00:00;0,17;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 19:00:00;01-01-2023 20:00:00;0,16;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 20:00:00;01-01-2023 21:00:00;0,23;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 21:00:00;01-01-2023 22:00:00;0,19;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 22:00:00;01-01-2023 23:00:00;0,11;KWH;Målt;Tidsserie
	571313161100187650;01-01-2023 23:00:00;02-01-2023 00:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 00:00:00;02-01-2023 01:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 01:00:00;02-01-2023 02:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 02:00:00;02-01-2023 03:00:00;0,11;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 03:00:00;02-01-2023 04:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 04:00:00;02-01-2023 05:00:00;0,11;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 05:00:00;02-01-2023 06:00:00;0,11;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 06:00:00;02-01-2023 07:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 07:00:00;02-01-2023 08:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 08:00:00;02-01-2023 09:00:00;0,14;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 09:00:00;02-01-2023 10:00:00;0,16;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 10:00:00;02-01-2023 11:00:00;0,19;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 11:00:00;02-01-2023 12:00:00;0,46;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 12:00:00;02-01-2023 13:00:00;0,3;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 13:00:00;02-01-2023 14:00:00;0,26;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 14:00:00;02-01-2023 15:00:00;0,3;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 15:00:00;02-01-2023 16:00:00;0,3;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 16:00:00;02-01-2023 17:00:00;0,34;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 17:00:00;02-01-2023 18:00:00;0,53;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 18:00:00;02-01-2023 19:00:00;0,8;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 19:00:00;02-01-2023 20:00:00;0,33;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 20:00:00;02-01-2023 21:00:00;0,31;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 21:00:00;02-01-2023 22:00:00;0,27;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 22:00:00;02-01-2023 23:00:00;0,16;KWH;Målt;Tidsserie
	571313161100187650;02-01-2023 23:00:00;03-01-2023 00:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 00:00:00;03-01-2023 01:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 01:00:00;03-01-2023 02:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 02:00:00;03-01-2023 03:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 03:00:00;03-01-2023 04:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 04:00:00;03-01-2023 05:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 05:00:00;03-01-2023 06:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 06:00:00;03-01-2023 07:00:00;0,13;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 07:00:00;03-01-2023 08:00:00;0,12;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 08:00:00;03-01-2023 09:00:00;0,15;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 09:00:00;03-01-2023 10:00:00;0,18;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 10:00:00;03-01-2023 11:00:00;0,31;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 11:00:00;03-01-2023 12:00:00;0,73;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 12:00:00;03-01-2023 13:00:00;0,38;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 13:00:00;03-01-2023 14:00:00;0,77;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 14:00:00;03-01-2023 15:00:00;0,23;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 15:00:00;03-01-2023 16:00:00;0,28;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 16:00:00;03-01-2023 17:00:00;0,28;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 17:00:00;03-01-2023 18:00:00;0,26;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 18:00:00;03-01-2023 19:00:00;0,44;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 19:00:00;03-01-2023 20:00:00;0,17;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 20:00:00;03-01-2023 21:00:00;0,15;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 21:00:00;03-01-2023 22:00:00;0,16;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 22:00:00;03-01-2023 23:00:00;0,15;KWH;Målt;Tidsserie
	571313161100187650;03-01-2023 23:00:00;04-01-2023 00:00:00;0,13;KWH;Målt;Tidsserie
